"",gene_symbol,GSM2388498,GSM2388499,GSM2388500,GSM2388501,GSM2388502,GSM2388503,GSM2388504,GSM2388505,GSM2388506,GSM2388507,GSM2388508,GSM2388509,GSM2388510
ENSG00000007376,RPUSD1,0.361,0,0,2.225,6.1782,80.1133,265.6079,6.9541,14.7641,2.899,39.2377,120.6974,8.6399
ENSG00000007384,RHBDF1,3.4602,10.5251,0.6419,261.9748,34.5652,132.3994,180.1895,683.0454,181.8489,14.5517,617.4736,28.932,26.9084
ENSG00000007392,LUC7L,0,47.4752,1.4232,3599.4002,63.9158,642.276,209.0407,1374.6556,173.0366,45.1551,1099.9003,484.7548,45.3536
ENSG00000007402,CACNA2D2,0,0.9443,0,0,0,3.5961,0,0,0.9024,81.056,0,0,5.8664
ENSG00000007516,BAIAP3,4.9744,0,0,78.274,22.465,41.365,323.6123,184.654,8.0767,367.8629,70.1304,48.4357,14.9095
ENSG00000007520,TSR3,6.1164,53.8271,2.3933,64.3253,48.5135,334.1113,946.0561,183.5111,3.6875,69.2667,118.5557,10.5325,3.4618
ENSG00000007541,PIGQ,0,4.435,3.012,10.7637,32.6279,354.6471,884.67,780.6699,0.2801,26.9026,225.6366,322.7768,40.7929
ENSG00000007545,CRAMP1,0,170.4519,0,186.1959,194.8332,131.8702,1011.879,76.3673,12.0643,835.0336,99.6075,82.7727,99.5674
ENSG00000007866,TEAD3,0.7695,18.1709,177.3748,5.1091,1.1411,0.6196,120.5396,76.8499,1.0206,0,517.4894,221.183,47.4138
ENSG00000007908,SELE,10.6409,0,20.1049,29.792,1.2035,5.5637,172.7827,55.4448,0,6.8968,43.0354,1.1283,10.5594
ENSG00000007923,DNAJC11,2.4239,548.7615,91.9198,88.4927,20.7615,213.9031,108.2366,514.6975,3.4261,507.6109,196.3433,305.1539,18.7014
ENSG00000007933,FMO3,3629.7883,385.7309,2712.9536,138.3499,30.9096,41.6952,891.4158,242.5093,350.5881,1067.1198,4326.1133,71.8015,28.0775
ENSG00000007944,MYLIP,0.6227,87.3821,11.3122,19.7033,0,38.1967,1.1579,24.6674,21.7125,162.8149,0.8632,0,11.1838
ENSG00000007952,NOX1,0,3.6801,0,0,0,0,0,9.4776,0,0,0,0,0
ENSG00000007968,E2F2,0,2.6294,1.7586,0.6303,2.8023,10.0082,0.8302,32.1525,0,1.6987,3.7146,7.6559,0.6299
ENSG00000008018,PSMB1,1754.2499,87.2175,2.6925,59.769,0,7.4004,5.9256,1954.7873,247.5421,1838.6355,434.9064,1394.6992,12.566
ENSG00000008056,SYN1,0,2.4855,1.1629,0,0,14.9439,159.9748,0.7398,0,163.6309,0,8.1922,1.1928
ENSG00000008083,JARID2,0.3536,170.1004,0,57.1135,0,170.7302,114.4476,1.1907,8.1123,242.3395,0,674.7989,137.3497
ENSG00000008086,CDKL5,80.9261,29.4429,15.9671,22.606,10.1401,58.4195,16.6358,20.7078,1.2028,341.9982,7.4207,105.2189,83.9169
ENSG00000008118,CAMK1G,0,0,2.5301,0.2377,0,0,0,0,0,23.1305,0,0,0
ENSG00000008128,CDK11A,16.566,29.0434,4.9281,3149.7761,21.161,377.6777,289.9126,9363.6693,235.8386,18.9418,184.9038,412.7652,33.6498
ENSG00000008130,NADK,294.3817,329.0494,168.5878,3489.8239,39.1041,846.0475,126.692,3262.5979,12.2654,24.9057,1352.7373,164.1844,75.5158
ENSG00000008196,TFAP2B,0,0,0,0,0,0,0,0.3116,0,0,0,0,0
ENSG00000008197,TFAP2D,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000008226,DLEC1,11.6686,0,0,2.2017,0,0,1.6511,7.233,0,0,35.1483,0,15.5474
ENSG00000008256,CYTH3,8.8719,8.2351,252.9092,1469.7335,19.144,3.9975,258.7348,20.4503,42.5805,789.4081,69.4152,0.4071,54.3119
ENSG00000008277,ADAM22,0,49.0663,0,1.7194,16.6197,15.9775,16.1743,6.6851,0.4549,121.8282,0,100.7809,9.1921
ENSG00000008282,SYPL1,174.035,1556.8901,613.3943,5181.6587,30.9597,439.6605,10.3027,124.972,76.511,34.6056,98.5795,196.7034,31.6406
ENSG00000008283,CYB561,0,0.924,160.5791,49.53,5.913,200.4316,0,1102.5498,0.4833,774.9421,4.4189,74.6746,18.2629
ENSG00000008294,SPAG9,645.3707,1186.1517,1990.3256,1200.0251,216.5069,1017.6885,694.5502,3.2111,2.91,76.2295,459.9478,1159.5755,479.3929
ENSG00000008300,CELSR3,0,0,2.5471,0,0,0,48.0066,8.2799,0,36.2146,4.0045,242.1798,13.1039
ENSG00000008311,AASS,28.1692,1807.3341,555.4777,18.0286,209.3854,42.2821,0,6.2954,222.7361,181.373,337.6268,310.3949,41.1602
ENSG00000008323,PLEKHG6,47.5883,0,0,0,6.4849,5.0582,15.6269,2.2742,0.6231,1.643,17.6317,2.1004,26.7133
ENSG00000008324,SS18L2,0,12.1332,0,6.5873,0,2.3436,0.579,245.2659,2.4552,414.6445,74.8769,135.897,4.7994
ENSG00000008382,MPND,0,2.7668,78.0217,1.2937,4.699,447.7692,164.9581,2.9339,2.7884,20.7765,80.5153,52.8902,16.3428
ENSG00000008394,MGST1,62.5207,853.3705,430.6069,6.6012,5.0186,1390.6042,983.2351,100.2145,64.1581,61.209,1056.2759,1415.8475,201.1675
ENSG00000008405,CRY1,0.5575,322.1858,9.0457,140.438,4.3705,0.7415,1.0854,56.979,155.1662,104.3494,1.5974,74.5691,84.1366
ENSG00000008438,PGLYRP1,0,0,0,0,0,1.102,0,0,0,4.8772,0,0,0
ENSG00000008441,NFIX,7.5738,101.375,436.2235,174.6032,60.4232,209.9301,69.8485,95.6167,7.7766,1565.5458,518.3548,107.3357,112.8241
ENSG00000008513,ST3GAL1,225.0074,9.2768,1658.9627,319.5662,502.2183,706.628,211.0515,41.2543,74.3148,209.0957,716.903,886.0736,286.0394
ENSG00000008516,MMP25,0,0,0,0.3314,17.6755,0,1.2226,7.474,0.9483,0.6472,26.5531,0,0.9179
ENSG00000008517,IL32,14.0194,5.8426,1.8733,797.7946,36.2631,31.72,10269.2839,4624.9277,141.9391,2669.648,386.9938,51.8117,56.6043
ENSG00000008710,PKD1,11.9872,2.3855,0.9132,734.7225,106.5972,51.4557,735.6317,769.3999,1.3754,288.7243,278.4529,323.4749,192.3588
ENSG00000008735,MAPK8IP2,3.6749,0,0,72.3116,1.2297,0,0,1.7633,14.9042,2.0999,1.0213,5.4548,3.3651
ENSG00000008838,MED24,6.487,50.0559,95.514,36.3557,45.0771,679.8431,909.5248,166.665,39.9376,139.7324,303.0681,857.7066,87.2756
ENSG00000008853,RHOBTB2,0.6472,0,1.3979,368.9368,43.2118,38.5089,0,0.2736,3.4796,81.7959,0.9845,47.3127,105.0508
ENSG00000008869,HEATR5B,12.9664,328.4805,314.3151,29.664,46.2283,114.5515,0.4683,551.9156,0.7141,542.1522,696.2688,1149.6439,97.5906
ENSG00000008952,SEC62,262.9341,1292.9873,14.1362,380.1584,0,9.7858,2708.6414,273.716,34.9026,8227.4733,288.1135,793.5503,86.1655
ENSG00000008988,RPS20,524.4519,14.0941,294.6967,2043.2432,129.2539,21252.4498,3032.4332,39980.0626,7270.1404,3485.54,2584.7808,129.3974,242.7559
ENSG00000009307,CSDE1,2132.2396,1235.6607,420.3502,2318.1547,303.0214,7337.1371,32.8169,4203.6266,2778.744,12141.282,18.0157,1456.4829,570.9852
ENSG00000009335,UBE3C,59.8695,863.5402,227.1858,11.9993,296.7849,838.3098,161.5727,113.3904,1.7385,273.0614,18.7287,444.4479,205.0676
ENSG00000009413,REV3L,12.4634,91.7649,27.0824,121.8767,36.3056,28.4597,15.4053,393.1966,29.2633,228.698,45.5576,115.1085,157.3182
ENSG00000009694,TENM1,0,84.9356,0.8729,0,0,1.9176,0,19.7752,0,4.3466,3.7248,2266.8413,61.7508
ENSG00000009709,PAX7,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000009724,MASP2,215.7069,272.2234,1123.3504,1.8111,12.5366,57.3692,1925.2571,59.5697,1579.5346,1045.4756,44.3617,1629.1418,0.5824
ENSG00000009765,IYD,121.1231,206.0953,22.1654,7.6454,0,7.6599,2.4569,0.3882,41.1504,22.7182,15.3944,495.416,1.4919
ENSG00000009780,FAM76A,2.1811,16.2629,3.4248,13.2854,12.0239,54.9157,209.8396,152.6078,20.6078,208.8818,25.4757,205.8003,13.1904
ENSG00000009790,TRAF3IP3,0,89.4302,9.7282,185.5745,1.8048,84.6694,0.5319,387.3864,0.3715,6.4497,10.7232,49.1105,20.9268
ENSG00000009830,POMT2,0,9.8294,4.488,190.0991,0,446.6442,4.406,8.1653,0,420.2776,5.5799,63.7044,0.2094
ENSG00000009844,VTA1,2.9544,13.1875,650.9465,149.4409,0,1.4239,7.9143,92.5335,16.1244,149.2672,216.0631,59.5031,38.7692
ENSG00000009950,MLXIPL,5.9766,99.2576,166.0726,6.3321,583.1815,223.9892,5051.4402,1788.2261,932.9224,1823.5364,11815.2945,3910.7447,126.9325
ENSG00000009954,BAZ1B,575.0587,696.5472,868.9929,590.3698,418.0872,432.665,918.391,2276.268,811.3864,192.4131,79.7168,61.4981,264.3194
ENSG00000010017,RANBP9,0.5976,27.7422,4.2212,163.6516,0,469.6258,339.4781,143.9413,0,1654.1809,0.8482,11.0326,103.2779
ENSG00000010030,ETV7,0,3.4598,0.9143,1.0342,0,0,14.414,7.5707,0,10.5631,0,0,5.8299
ENSG00000010072,SPRTN,0,306.5549,101.2538,41.8002,6.8585,83.9921,0.4522,11.3123,71.1528,291.5314,6.9273,0,52.165
ENSG00000010165,METTL13,356.7268,29.3579,139.9355,1.6703,5.3973,240.9658,1.6316,3993.6214,0,4.2078,247.8315,106.8269,41.0194
ENSG00000010219,DYRK4,267.9395,84.2903,64.3242,77.9902,4.2611,287.2171,5.598,1073.8618,3.0248,118.5508,46.9271,0,31.1491
ENSG00000010244,ZNF207,515.0787,71.9226,368.1419,8325.5726,214.6268,108.4931,224.8917,1283.0605,15.8698,1143.3932,10.0947,856.5706,327.0336
ENSG00000010256,UQCRC1,984.121,388.6614,253.7654,3911.5735,0,3.0747,492.4624,168.8467,888.6536,741.8713,33.5909,727.5941,25.0559
ENSG00000010270,STARD3NL,47.8371,19.7506,229.653,106.901,31.5363,340.5301,504.3526,1573.4411,8.0719,17.0594,41.8436,0.4175,23.3051
ENSG00000010278,CD9,409.1075,162.1007,70.3642,4311.8156,8.1105,160.7085,159.1453,63.838,3.8088,550.3157,144.958,64.2555,22.2654
ENSG00000010282,HHATL,0,0,0,0,0,0,0,0,0,2.0676,1.0407,0,0
ENSG00000010292,NCAPD2,74.7241,38.6025,10.5244,55.955,11.4418,481.4276,203.346,71.7157,0.1714,247.5315,61.9314,1406.8286,78.585
ENSG00000010295,IFFO1,0,0,83.9249,5.9593,7.5963,227.3695,0.5888,94.6031,0.9241,177.8018,102.4791,181.184,112.7436
ENSG00000010310,GIPR,6.767,2.2893,4.0199,0,2.9853,0.5666,13.0375,3.4631,0.2224,19.2606,3.2852,4.9056,5.6668
ENSG00000010318,PHF7,0,13.7111,0.4057,32.4092,0,0,104.3864,171.2853,0,12.0444,19.7666,0,2.7669
ENSG00000010319,SEMA3G,0,10.7952,0,37.6614,0,0,51.7543,30.6181,1.1688,17.0729,87.2958,5.0666,16.0614
ENSG00000010322,NISCH,36.1123,17.8027,2.7007,7504.7248,0,13.2994,276.3428,497.6568,0.7252,1054.2991,287.6299,906.4952,190.9401
ENSG00000010327,STAB1,321.228,369.4349,22.1108,503.3605,0,3.4021,48.957,1838.7686,336.8443,8991.6537,11.3134,9.0702,132.5135
ENSG00000010361,FUZ,40.7096,5.5927,0,342.424,4.5146,34.3608,0,3.1066,4.1791,174.7071,137.3548,0,15.0536
ENSG00000010379,SLC6A13,14.3091,3.3122,7.2151,1.8646,0,6.151,0,0,0,0,8.2383,3.851,4.1745
ENSG00000010404,IDS,0.1798,281.5213,0.6338,1101.3073,0,619.1152,274.2974,6568.0788,55.2066,1642.3508,359.5384,1517.4828,96.211
ENSG00000010438,PRSS3,26.9325,4.66,1.4006,0,0,0,16.6832,3.4368,0,0,0,0,0
ENSG00000010539,ZNF200,0,0.9942,2.1469,77.4546,39.8211,72.9739,160.1614,23.5705,0,3.7427,29.6182,22.155,12.8009
ENSG00000010610,CD4,11.037,260.9814,797.8305,125.1278,119.2939,265.978,155.5875,51.6589,115.3352,208.8141,473.5604,776.5266,176.2755
ENSG00000010626,LRRC23,0,0,12.21,397.1311,0,87.6945,0,15.5792,2.3152,6.4051,0,12.6783,4.1423
ENSG00000010671,BTK,0,54.502,17.3572,16.7108,0,88.3218,7.3704,205.9889,0.3594,131.0946,5.3616,0,16.6762
ENSG00000010704,HFE,31.8974,74.6574,282.6562,1.3657,0.8114,169.7183,60.9783,9.3399,28.6727,122.8948,24.9069,649.6463,29.2347
ENSG00000010803,SCMH1,14.1218,58.7722,19.0108,51.8343,12.8628,283.3524,547.6767,430.47,132.5135,323.3007,15.5638,26.3012,16.0734
ENSG00000010810,FYN,11.0067,1.8415,176.1147,1055.0836,0,11.1531,148.9071,8.2772,22.6125,613.6951,39.5332,163.65,29.4351
ENSG00000010818,HIVEP2,37.5324,132.596,1331.4346,193.6056,0,0.6167,52.3919,0.9252,4.7809,285.7557,80.6166,9.6656,124.3031
ENSG00000010932,FMO1,0,0,0,0,2.8685,3.3667,3.7241,4.226,0,2.2526,24.4006,235.8123,4.417
ENSG00000011007,ELOA,7.2891,801.6611,157.9114,64.271,45.6903,407.8043,25.4489,999.9616,18.4903,725.6544,144.0158,429.1413,88.4688
ENSG00000011009,LYPLA2,38.9899,19.8736,31.4655,671.5126,15.4079,722.3184,77.4035,12263.4235,45.8568,1399.1447,87.4528,345.5638,1.4422
ENSG00000011021,CLCN6,17.8259,84.0644,95.9716,313.9852,9.23,255.4383,118.3613,657.0926,96.6018,19.2596,106.4931,525.8901,161.9611
ENSG00000011028,MRC2,0.6943,55.0779,250.7776,1806.9731,48.6068,277.6097,18.8681,182.4079,2.0997,836.8462,107.0178,102.1157,50.0811
ENSG00000011052,NME1-NME2,0,116.2556,997.6425,9226.9944,0,112.0772,2.4922,84.2036,2.8403,0,3.7214,103.7525,0.6888
ENSG00000011083,SLC6A7,0,0,0,0,0,2.0965,0,0,0,0,1.1674,0,0
ENSG00000011105,TSPAN9,2814.7579,1223.1838,169.8955,27.4983,79.9904,181.5218,88.3414,288.6618,25.3866,518.1065,7.4143,209.0613,82.202
ENSG00000011114,BTBD7,0.4012,4.3829,1.8676,191.3737,1.0452,53.3956,89.3559,30.237,25.5774,301.9019,99.6998,1.4821,1.5205
ENSG00000011132,APBA3,24.0099,0.9832,0,95.6235,12.1556,784.1787,1.8171,133.3391,0.7779,4.4306,14.5217,798.5232,20.1854
ENSG00000011143,MKS1,4.172,0,28.1921,43.3897,5.3698,173.8239,46.0028,34.2416,0,29.6636,2.0668,529.8487,25.7021
ENSG00000011198,ABHD5,0,89.5107,2.0029,1.1773,0,3.198,0.4387,5.6056,5.0657,5.918,28.8161,0,6.4802
ENSG00000011201,ANOS1,0,44.9204,0,0.2558,0,16.6395,0,1.8804,9.6456,232.1189,0,0.7573,7.825
ENSG00000011243,AKAP8L,5.8424,83.6487,199.2101,130.1495,88.9062,431.9154,376.2812,489.7117,38.8085,620.0136,836.7227,3508.354,97.5843
ENSG00000011258,MBTD1,0.6668,273.7797,542.2767,255.8062,43.9861,253.514,123.6776,3.154,23.4276,4.6599,82.3927,547.3565,72.8105
ENSG00000011260,UTP18,144.9198,364.8785,229.9668,38.9376,6.0357,981.5443,5.7084,9.7816,123.3382,9.7211,123.2506,133.0166,16.0566
ENSG00000011275,RNF216,26.4736,307.9241,728.3197,8.8942,135.2249,0,1063.7963,140.7742,4.967,332.319,0.689,386.2872,89.213
ENSG00000011295,TTC19,30.6587,704.401,10.5887,411.9882,31.2618,28.9294,259.0838,16.6459,38.3942,710.0762,220.3714,4.9309,31.3715
ENSG00000011304,PTBP1,1763.3051,85.5879,1144.2137,236.3525,198.8255,4782.2539,1961.351,302.1988,143.5215,48.771,753.5086,1567.1937,244.1662
ENSG00000011332,DPF1,0,1.6927,0.8324,23.811,0,0,1.1937,0.897,0,10.539,4.5064,0.4804,3.3658
ENSG00000011347,SYT7,33.447,17.8071,1090.3891,0.3094,8.1098,12.3185,550.6415,2.0121,56.3635,13.1263,0.9021,124.5832,13.9513
ENSG00000011376,LARS2,569.8542,2.5656,37.5572,6.2051,0,0,0.4575,0.1934,186.4092,395.214,0.6793,36.1782,23.6999
ENSG00000011405,PIK3C2A,611.5157,4519.2067,128.7599,39.2375,116.9266,176.9295,308.3593,3.9561,2.5276,10.6687,403.1085,76.6839,397.1133
ENSG00000011422,PLAUR,0.3931,3.1585,2.5492,67.2852,5.229,41.9944,323.9212,19.4782,4.3702,543.1075,89.5707,4.2465,31.8849
ENSG00000011426,ANLN,39.7802,0,15.3355,34.8523,38.3222,177.1627,43.5453,143.9486,0,80.2201,0,144.9112,31.0163
ENSG00000011451,WIZ,1.2853,18.0745,349.1095,197.2115,74.7708,321.1294,16.8607,4.1884,7.8392,354.3076,87.4272,1521.5418,109.5003
ENSG00000011454,GPR21,30.2385,231.5697,1.2821,34.6629,0,40.5702,352.6277,92.3141,14.4812,230.0186,162.3693,227.598,364.0439
ENSG00000011465,DCN,1010.0652,21.0109,596.3272,9457.8088,23.9724,20.8909,61.7998,1044.469,1160.5148,15804.9299,1177.5091,7.1154,86.9804
ENSG00000011478,QPCTL,0,1.0489,4.8042,19.9688,13.2242,143.8651,11.944,3.1237,1.3534,132.4467,8.8397,342.2531,22.5651
ENSG00000011485,PPP5C,223.4236,21.4886,14.2592,64.8223,51.3061,337.7609,1.0609,13.4029,29.3287,612.3441,10.1822,4.042,96.5629
ENSG00000011523,CEP68,22.6227,54.8211,1.0296,81.2005,30.3268,14.6404,0.7289,16.1236,0.5586,6.4282,3.2189,121.262,39.9641
ENSG00000011566,MAP4K3,0.2568,493.588,51.4868,72.2121,70.8769,9.3841,100.4253,221.7751,55.3813,886.6929,291.3629,51.4757,390.7356
ENSG00000011590,ZBTB32,0,0,0,0,1.9894,8.5818,1.2701,3.1127,0,0,0,0,12.983
ENSG00000011600,TYROBP,4.1513,2.5658,278.4055,59.5619,5.1544,417.7059,543.1939,79.1711,92.4237,40.2307,19.8891,65.3553,43.4303
ENSG00000011638,TMEM159,0,6.4643,26.9311,119.5851,11.7856,4.7621,0.7802,29.773,4.7773,10.9696,0,1.3695,2.8796
ENSG00000011677,GABRA3,0,0,0,23.4728,0,37.327,0,26.1652,0,0.7758,1.1167,3.4118,2.6155
ENSG00000012048,BRCA1,6.4122,27.6587,45.6966,10.8251,13.7674,74.7901,0.9758,2.47,0,112.2103,48.0777,9.9136,25.4036
ENSG00000012061,ERCC1,191.5695,1.1544,5.2473,794.1659,13.095,423.469,254.755,17.2219,294.2001,300.9503,36.9696,184.836,58.2151
ENSG00000012124,CD22,0,3.8681,0,2.692,0.8959,37.2254,7.2867,22.6364,0.3652,44.0585,6.6098,0,15.7457
ENSG00000012171,SEMA3B,0,18.574,10.6845,398.3297,0,0,115.3384,138.4155,52.2267,231.4649,4.1473,26.2299,13.0382
ENSG00000012174,MBTPS2,0,4.9848,3.3769,44.2539,0,163.8642,94.1246,8.7499,3.0709,126.8956,48.5888,72.9842,29.5655
ENSG00000012211,PRICKLE3,0,5.8846,0.8297,8.5098,0,59.3818,1.1179,175.2315,0,40.1199,0.8984,131.1511,14.8956
ENSG00000012223,LTF,0,0,0,0,0,0,0,0,10.6781,0,0,0,2.1879
ENSG00000012232,EXTL3,0.2816,158.3384,337.5566,55.8338,42.8566,110.1551,42.8751,218.7076,1.1732,49.1634,303.6857,335.7026,70.0068
ENSG00000012504,NR1H4,17.8148,708.2922,17.8822,29.3452,73.1842,22.5255,1370.7865,68.6813,16.4865,110.9835,109.9812,27.6978,46.0357
ENSG00000012660,ELOVL5,101.1394,781.0337,2720.3648,221.6095,0,7.3402,651.2445,35.59,8.751,1005.7969,326.8437,149.0423,190.2308
ENSG00000012779,ALOX5,0.1673,0,0,46.0384,0,7.175,0.2216,38.1237,3.8848,207.6286,0.6427,23.7637,1.6528
ENSG00000012817,KDM5D,0,56.8457,0.4182,62.8887,0,5.0363,0,867.9146,0,10.4236,184.0884,183.1758,15.3575
ENSG00000012822,CALCOCO1,1.1352,7.7737,341.5993,557.3623,38.0358,381.476,244.6688,273.4216,118.0691,973.8346,1417.9879,73.0582,208.9404
ENSG00000012963,UBR7,5.8555,4.8937,2.3435,207.2124,0,83.9716,12.1409,26.3888,3.1344,252.1833,87.8314,1.5883,0
ENSG00000012983,MAP4K5,0.2164,8.889,16.7353,144.3627,0.6606,312.8936,96.8891,242.5614,0,1223.964,4.0707,670.8145,135.1112
ENSG00000013016,EHD3,32.4854,219.8029,23.2677,55.1325,2.7497,1.3339,0.8242,186.6303,0.6338,326.4829,1.2261,50.7535,14.7111
ENSG00000013275,PSMC4,20.7363,1.7505,3.4888,82.9327,5.6448,244.3232,85.6204,396.8708,13.7141,321.5888,10.3162,163.8537,32.4762
ENSG00000013288,MAN2B2,3.8246,212.0019,24.5444,289.8093,6.6211,225.8402,6.2321,112.5951,20.4477,352.0014,156.9292,82.2063,72.6181
ENSG00000013293,SLC7A14,0.1392,8.2331,0,12.6243,1.3769,232.438,0.8422,19.9387,0,150.4023,47.1309,36.6268,43.6695
ENSG00000013297,CLDN11,1.6365,0,5.6439,5755.5772,0,2.2313,14.1718,55.986,11.5746,56.2785,42.3585,40.8119,10.1319
ENSG00000013306,SLC25A39,53.312,214.2565,7.5592,913.898,29.7465,1548.8867,2458.0349,308.7128,40.1868,674.8659,538.3894,803.5917,46.8022
ENSG00000013364,MVP,16.9181,208.9245,100.1147,400.0863,143.0525,8.8232,408.4118,520.6032,8.5385,966.0269,844.3195,27.7164,169.3296
ENSG00000013374,NUB1,600.1958,2272.5877,820.0058,46.781,41.2085,407.4384,62.0646,1279.673,93.9139,295.0494,154.8072,3.7842,68.3086
ENSG00000013375,PGM3,21.4595,29.7724,791.1706,333.5692,0,122.9411,15.0596,1.7616,277.9675,115.9596,558.7702,1371.615,207.3006
ENSG00000013392,RWDD2A,4.0759,3.8375,18.2998,71.4279,0,3.3332,0,0.3503,0,1.8873,27.4994,50.4871,11.9004
ENSG00000013441,CLK1,392.2437,210.6178,1.5414,1733.2313,137.0534,80.7415,2244.6771,14.4129,566.0822,803.4437,1082.9947,372.389,7.0891
ENSG00000013503,POLR3B,13.5015,27.1156,5.9089,4.0348,92.405,2.2797,3.4908,13.3592,1.0775,1.4297,3.106,113.7362,66.9287
ENSG00000013523,ANGEL1,0,0,0,918.6122,0,106.9051,1001.9653,60.5796,6.6041,276.8798,40.7832,120.9105,0
ENSG00000013561,RNF14,0,48.8922,0.7979,138.9412,20.6855,75.5079,233.0131,327.9567,9.5102,0.4156,65.5409,10.0567,63.641
ENSG00000013563,DNASE1L1,242.7444,8.3401,3.0948,72.8822,0,84.568,39.6467,1306.7936,2.1357,0.7453,6.4677,17.2901,7.4612
ENSG00000013573,DDX11,4.983,1.3091,5.6555,212.2542,1.9843,117.2218,584.722,1189.5641,0.5746,449.2277,196.1206,1466.9317,152.3997
ENSG00000013583,HEBP1,0.9941,0.673,3.1148,20.3634,0,323.4247,214.4903,285.9802,30.1834,20.0125,412.3452,42.299,27.3413
ENSG00000013588,GPRC5A,0,0.9949,0,125.4792,1.7453,10.7442,18.1477,135.591,0,365.4354,1.4937,1.0707,49.8032
ENSG00000013619,MAMLD1,0,18.1977,0,33.7086,0,50.3442,362.4018,112.9917,0.5987,426.2784,15.3784,121.3559,2.2246
ENSG00000013725,CD6,0,5.1289,23.6881,10.4887,3.5287,57.5063,107.8318,7.6572,0.7508,158.7934,29.0503,25.5716,37.1429
ENSG00000013810,TACC3,0.1896,3.5592,22.2563,1.4658,2.974,446.0591,0,445.7342,0,1.4685,111.1029,334.3482,53.7896
ENSG00000014123,UFL1,124.243,8.9495,141.476,475.0961,2.7204,10.0448,13.9737,9.399,140.7011,2.5232,684.3244,513.2824,53.473
ENSG00000014138,POLA2,0.42,69.7248,78.0528,69.5546,15.2183,5.0486,0,1292.7835,8.7955,2.6441,0.6244,0,18.8919
ENSG00000014164,ZC3H3,0,0,29.1497,4.6586,31.7077,168.6917,697.1421,54.8518,0.865,612.5298,18.4995,216.6891,67.4138
ENSG00000014216,CAPN1,56.4907,190.1584,552.8203,411.8536,39.1674,56.3435,17.3488,2851.3082,32.8854,2716.9556,441.7642,124.2703,158.5563
ENSG00000014257,ACPP,0,4.6781,0,279.3106,0,2.0724,7.8582,12.11,0,9.8059,0,0.3752,0
ENSG00000014641,MDH1,1648.4338,287.1051,4.7809,299.9528,8.602,154.9037,31.2535,883.166,314.6224,208.4927,344.6037,746.4318,26.6631
ENSG00000014824,SLC30A9,2.2065,40.1491,43.4307,1210.3344,3.7495,545.3406,531.251,616.5546,2.8377,43.1261,377.0644,60.6068,64.9379
ENSG00000014914,MTMR11,0.3517,0,20.6316,1375.2324,0.8875,278.6544,12.0782,0,322.6314,856.7301,25.7285,0,78.0875
ENSG00000014919,COX15,4.3328,72.6585,107.8698,112.0413,1.13,297.4533,107.8907,98.2055,0.5621,217.5706,2.0957,251.4761,59.7381
ENSG00000015133,CCDC88C,0.4751,0.5601,6.7982,73.3251,0.5944,363.0209,4.6111,1140.04,3.5793,1091.7958,5.9716,79.9764,0
ENSG00000015153,YAF2,70.6269,40.0505,164.817,371.394,1.0534,1.6034,11.1998,485.6209,2.9182,614.7167,21.994,11.7951,56.0828
ENSG00000015171,ZMYND11,473.5643,404.0908,25.5458,548.1231,0,792.0153,552.432,1.0008,3.1495,522.3988,26.714,408.9832,163.5506
ENSG00000015285,WAS,4.095,6.0291,0,0.296,0,83.3843,3.5956,1602.1803,0.3292,284.9809,3.1895,7.8403,4.7662
ENSG00000015413,DPEP1,0,0,0,92.6902,40.194,429.4998,0,33.6766,0.6521,0,0,727.1018,43.9047
ENSG00000015475,BID,31.1758,132.7457,2.3272,4.965,0,117.9417,133.9922,1285.6323,153.058,855.3167,21.3621,19.3655,14.3013
ENSG00000015479,MATR3,33.572,486.8888,25.4174,15135.5087,218.8016,190.254,854.5672,172.05,37.1974,85.785,1655.797,845.2095,454.7074
ENSG00000015520,NPC1L1,16.5947,2.3041,505.1334,33.4348,212.5596,652.2235,3977.2366,358.4557,1.1659,329.035,1099.4755,306.7916,108.334
ENSG00000015532,XYLT2,0,74.054,10.8211,75.2247,14.6326,314.0221,17.3081,25.6609,533.3388,592.2911,279.8527,3.2987,33.6449
ENSG00000015568,RGPD5,52.1717,2.8785,67.1024,404.64,37.5038,35.4214,63.3381,46.2863,148.9373,2261.7294,134.5583,273.6239,213.0143
ENSG00000015592,STMN4,0.2417,0,0,1016.0384,0,0,0,0,0,0.4594,1.2669,0.3477,2.6323
ENSG00000015676,NUDCD3,1463.8028,5.6274,1225.6089,273.7882,197.4643,674.7751,1315.5448,1165.1168,0.7445,789.4351,18.5033,269.4585,126.783
ENSG00000016082,ISL1,0,0,0,0.3045,0,0,0,0,0,0,0,6.631,0
ENSG00000016391,CHDH,1.3843,18.1344,715.7425,115.4506,0,3.4575,2072.3506,185.1512,492.4654,13.1575,1517.0687,58.0232,151.2223
ENSG00000016402,IL20RA,0,0,0,0.436,0,0,5.9326,0,3.087,0,0,0,2.3089
ENSG00000016490,CLCA1,0,0,0,0.4131,0,0,0,0,0.5741,0,0,0,0
ENSG00000016602,CLCA4,0,0,0,0.7529,0,0,0,0,0,0,0,0,0
ENSG00000016864,GLT8D1,8.4259,154.0349,2.1183,3.9619,0,17.4055,3.5996,753.7764,12.0143,597.3834,17.1385,35.4672,20.0782
